186.62	283.26	-82.257	185.92	-129.04	-150.02	-59.823	442.32	-131.09	-30.758	-94.231	-61.666	875.95	1010.6	-212.63	457.23	-137.21	-55.654	-440.79	-190.53	739.74	-566.06	749.49	-341.5	-20.655	-1654.6	-815.37	257.97	79.624	742.85	-281.61	-324.63	26.437	133.97	-46.222	109.81	88.696	-199.85	-58.819	50.489	172.39	65.523	4843	358.72	722.83	440.67	-43.663	18.71	-65.679	1
157.06	205.03	-40.369	-10.442	100.88	-266.85	-170.31	508.02	-124.86	-71.522	-191.56	6.4876	320.96	1445.3	-560.9	314.09	-212.92	-248.74	-676	-48.508	1066	95.341	904.7	96.652	486.21	-1302.2	-475.51	-301.15	-266.35	263.7	-130.86	-634.27	35.393	-21.393	1.7721	-23.755	208.66	-242.3	-211.4	-69.212	-142.15	139.25	4370	-7.2765	708.19	444.34	-125.02	172.42	-137.05	1
132.84	359.73	-124.76	-11.735	-16.597	-123.58	-333.11	389.47	-123.43	-182.51	38.552	-113.19	-28.644	1605.4	-574.26	36.834	-36.994	-593.08	-382.05	86.694	762.34	359.15	819.06	563.44	670.99	-1260.7	-298.94	-416.48	-467.76	106.82	-219.39	-395.92	-158.26	-106.7	-17.441	1.2746	281.31	-199.4	-105.52	-116.32	-113.7	190.69	4956	136.18	784.4	532.14	-192.6	75.288	-13.871	1
159.38	207.37	-77.663	115.86	-39.987	-113.82	-112.14	586.04	-81.305	-7.801	-120.72	2.6322	759.7	1224	-302.19	623.35	-231.64	-54.83	-812.99	-34.456	473	-278.95	745.48	-303.69	253.81	-1575.5	-757.3	-326.01	-170.82	375.87	-446.85	-418.93	-90.918	105.46	61.074	51.302	67.225	-265.15	-100.2	35.96	156.3	119.06	4808	306.98	810.47	438.61	-70.889	151.57	-225.65	1
-169.54	151.48	-77.626	-123.3	34.347	37.061	-449.22	220.75	131.57	-98.158	58.946	-115.77	-362.82	1545.1	-626.33	-389.26	340.67	-487.47	-575.13	-48.47	508.8	720.06	385.19	834.95	921.46	-731.26	7.2754	-520.45	-258.95	26.817	-101.24	-502.95	-94.061	-68.52	-126.82	-28.482	135.75	-242.06	17.232	-191.86	-280.87	97.989	4960	443.49	888.23	486.49	-94.036	11.842	-199.03	1
-3.279	283.08	-197.4	-64.566	67.233	-255.95	-288.35	511.72	19.855	74.751	120.6	-255.88	324.13	1567.6	-622.18	-77.696	2.3628	-548.82	-746.03	-59.918	679.14	545.68	649.79	433.22	964.84	-931.23	-111.43	-456.66	-127.95	-45.099	123.34	-487.92	-99.135	-4.0377	-225.64	-5.7367	-36.057	-123.7	-67.714	-127.47	4.106	49.567	4494	338.08	753.53	515.89	141.02	-66.893	-154.93	1
179.01	348.7	-247.97	50.046	-92.438	-270.05	-275.13	341.45	-97.814	11.494	-185.25	-39.136	804.46	1333.6	-12.532	509.86	-149.14	-126.71	-984.34	166.29	-22.734	213.57	529.29	-36.475	711.88	-877.15	99.707	-523.39	92.375	11.525	-58.778	-425.64	-65.435	-84.949	-15.968	-35.83	181.99	-219.59	-68.653	-203.21	-163.7	81.806	4445	334.48	1556.1	467.65	-105.34	-76.481	112.2	1
102.65	254.02	-68.275	37.821	33.302	-211.3	-105.74	465.54	-155.33	-7.4718	-81.508	-155.83	469.29	1280.9	-525.64	330.87	-287.59	-293.49	-472.39	-75.621	980.07	-160.93	1059.1	-193.91	307.01	-1377.9	-648.39	-21.235	-178.59	432.59	-414.28	-495.97	-112.98	43.865	-0.61966	106.16	108.38	-292.98	-105.83	75.169	84.928	154.06	4846	271.25	793.2	548.43	-137.24	2.6912	-240.99	1
166.64	230.9	-132.36	170.76	23.147	-161.97	-89.077	493.24	-161.46	22.653	-143.27	-122.22	649.51	1153.6	-421.7	429.79	-422.52	-234.17	-365.73	-15.51	760.74	-276.71	940.41	-509.33	117.24	-1466.9	-655.38	94.524	-82.975	532.7	-380.41	-376.88	-93.27	139.44	23.319	52.476	6.5412	-300.08	-132.05	136.98	188.16	110.86	5021	368.84	929.91	532.92	-297.37	-25.617	-76.705	1
82.223	278.94	-175.04	72.919	34.757	-160.9	-238.51	418.74	-126.17	108.06	-128.33	17.381	304.56	1255.1	-523.33	333.84	-171.73	-230.38	-712.05	-286.46	728.35	-34.484	931.57	145.06	383.13	-1491.7	-601.76	-393.63	-455.85	209.42	-295.29	-505.2	-14.752	48.782	-82.172	55.963	116.02	-269.63	-101.5	37.776	-16.351	133.02	4747	369.79	894.73	614.51	-203.58	137.65	-214.86	1
58.711	131	-100.23	38.497	-213.6	-89.642	-24.726	635.51	-55.661	88.772	-7.5895	-48.181	802.83	898.69	12.597	199.29	-123.9	-248.55	-1298.8	-34.204	318.44	4.2369	917.12	28.818	809.05	-1057	43.383	-365.29	-125.47	195.88	37.728	-573.11	-41.816	-40.498	29.449	79.214	-4.3704	-208.33	-95.723	-38.053	-163.15	160.23	4380	-96.848	1131.2	732.9	207.93	-2.077	-202.13	1
4.0044	225.94	-203.78	12.525	88.221	-102.65	-438.89	522.33	46.274	-189.34	178.4	-200.64	20.139	1478.8	-790.67	46.086	-105.31	-291.52	-736.23	-122.75	765.49	451.66	602.24	540.55	980.67	-1187.8	-145.85	-553.21	-441.63	-31.77	165.82	-402.32	-16.559	-66.045	-110.93	-106.23	107.22	-268.26	-44.602	-163.03	-221.22	15.594	4562	75.27	631.55	505.9	99.398	52.618	-193.68	1
80.155	155.89	-82.192	142.87	-178.14	-24.852	-101.9	580.15	-171.7	93.345	-74.808	-126.03	608.03	1121.3	-347.87	635.69	-487.84	-44.485	-558.77	44.181	827.19	-372.54	833.08	-543.8	132.47	-1545.8	-664.87	11.366	-107.26	546.03	-389.04	-488.31	-49.89	120.71	-67.792	66.183	-60.007	-288.59	-93.574	-41.885	87.298	103.05	5029	51.47	732	546.99	-18.219	30.55	-198.19	1
-24.11	196.95	-152.74	69.587	-94.416	-224.22	-239.03	636.83	-193.2	59.453	-88.063	24.323	520.7	1171.4	-574.01	476.68	-305.03	-272.04	-609.87	-9.3324	924.72	-188.31	957.08	-272.1	313.48	-1308.4	-760.85	-199.5	-300.01	467.51	-208.45	-575.26	-55.32	64.132	-64.264	59	42.456	-246.51	-102.67	-47.739	-40.61	102.64	4991	159.66	842.78	519.04	-10.07	159.67	-207.17	1
129.11	347.31	-56.745	-50.024	207.08	-231.05	-183.29	308.25	-5.9191	-82.769	-125.82	-84.848	153.77	1764.3	-648.31	214.76	-120.04	-462.98	-668	67.395	726.97	404.51	683.09	310.76	599.53	-1291.3	-251.99	-618.36	-164.1	11.327	-67.603	-522.73	27.878	13.774	28.673	60.242	237.07	-211.95	-155.27	-123.97	-280.65	97.036	4425	111.97	698.84	431.49	-69.907	54.967	-81.663	1
-119.01	124.14	55.936	-72.094	-18.716	19.113	-495.13	576.28	-108.58	-435.84	144.93	-183.4	592.38	1421.5	-484.76	-34.613	-248.3	-532.38	-746.43	354.47	1019	158.87	872.83	22.06	565.59	-1198	-319.77	-300.06	-262.34	252.71	-231.78	-586.83	-261.95	201.67	22.625	285.2	-58.98	-185.5	-1.7724	36.845	71.969	81.329	5083	139.33	246.75	415.68	-14.015	208.98	-349.65	1
149.4	187.37	-55.873	-2.9664	-47.51	-239.68	-193.12	611.19	-86.776	62.805	-156.39	-70.363	510.01	1406.7	-629.26	392.99	-263.84	-362.87	-690.22	17.302	817.78	133.08	857.03	88.032	626.55	-1207.2	-526.47	-524.47	-348.89	120.55	-111.22	-528.64	-59.622	-1.0374	-39.096	37.665	50.79	-157.32	-117.16	-74.592	-76.332	136.84	4739	160.49	836.53	434.98	105.66	83.16	-117.84	1
184.78	280.28	-72.077	166.94	-182.92	-46.815	-80.701	435.1	-104.17	-1.4983	-40.302	-133.68	828.12	1140.8	-175.6	769.83	-188.93	125.55	-581.54	38.735	508.38	-378.85	679.53	-465.64	192.63	-1542	-811.41	-155.38	-165.02	501.04	-216.02	-320.92	-1.7163	56.663	-66.367	56.057	-62.023	-145.52	-265.2	60.629	62.682	85.592	5031	247.76	905.23	565.59	175.19	3.7823	-160.37	1
26.515	243.73	-161.58	16.266	7.1202	18.542	-438.17	522.07	-14.864	80.064	5.5418	-112.92	53.214	1445.2	-709.63	37.658	-61.41	-483.43	-760.21	-220.18	428.35	434.66	425.27	782.27	918.07	-780.52	73.132	-614.3	-248.28	-153.37	-46.169	-660.06	56.451	-253.52	-1.0896	-109.23	168.68	-221.73	0.75185	-154.16	-249.85	26.554	4802	82.528	1092.6	352.42	53.402	87.855	-188.34	1
18.428	272.47	-159.2	155.21	-4.5522	-160.8	-227.42	511.16	70.27	-39.364	47.344	-144.2	-14.079	1422.3	-784.3	239.56	-56.999	-393.68	-677.33	-14.872	1010.6	507.1	738.67	560.51	827.68	-1129.3	-187.86	-501.82	-196.88	107.21	19.293	-441.11	166.53	-35.682	32.365	-256.28	119.02	-84.29	-54.723	-141.8	-163.97	73.131	4453	-87.721	798.33	311.98	184.41	86.094	6.1889	1
71.937	317.8	-300.97	117.92	-10.939	-240.28	-126.89	358.4	45.05	136.24	-218.82	-17.286	564.41	1288.9	-455.45	513.92	-96.401	-110.28	-560.65	74.053	762.88	-238.92	645.81	-292.07	135.65	-1563.3	-616.66	-168.14	-51.734	248.6	-26.115	-340.35	-33.617	-137.15	-195.64	220.71	-17.035	-350.66	-171.97	69.493	56.816	73.748	4253	680.39	926.47	421.96	-43.461	72.491	12.81	1
78.668	264.46	-180.12	26.068	83.392	-207.04	-171.03	442.32	12.838	31.627	-69.405	-26.578	340.07	1442.1	-663.33	355.21	-275.36	-292.46	-726.41	38.022	721.51	237.97	756.29	297.22	570.94	-1453.4	-418.68	-661.19	-233.66	50.174	0.52723	-542.67	81.815	-33.742	-109.29	88.482	124.57	-261.56	-200.62	-162.64	-147.51	135.37	4490	135.47	832.53	488.12	-10.388	4.8876	-104.53	1
145.64	159.38	-83.835	136.52	-71.529	-131.25	-36.711	505.47	-89.348	-3.883	-59.922	3.0168	645.91	1173.8	-403.65	681.21	-459.47	-68.632	-443.52	49.744	752.48	-336.77	741.46	-417.75	-9.756	-1672.5	-807.21	-37.273	-37.36	519.53	-366.3	-481.21	39.707	49.364	42.056	68.659	-3.3743	-318.58	-191.3	84.006	77.505	115.3	4979	101.4	733.42	422.88	-106.14	34.372	-172.32	1
